IP,OpenPorts,Software,OperatingSystem,Details,Message
192.168.1.143,"15,908,794",PHP,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.225,6693,PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.107,2113,Apache,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.140,"3824,7475,7432,85,6222",Nginx,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.105,"591,365,557,322",PHP,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.28,"149,533,252,212",Node.js,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.121,"2,203,372,595,477,960,000",Apache,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.155,"43,008,298",Nginx,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.69,"19,459,128",PHP,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.225,"88,514,481",Nginx,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.176,"7,221,460,581,054,550",MySQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.173,"6879,21,2743,86,6785",Node.js,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.187,8966,MySQL,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.145,"408,426,933,012",PHP,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.251,"1,963,729,896",Node.js,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.229,6571,PostgreSQL,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.172,"8,684,771,952,398,650,000",PHP,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.51,"50,364,347,425",MySQL,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.199,6719,PostgreSQL,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.75,"831,515,866,731",MySQL,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.246,"54,092,872",Node.js,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.135,2407,Nginx,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.159,"7,165,857,349,058,380,000",PostgreSQL,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.14,"68,171,509,545",MySQL,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.116,7979,Node.js,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.206,3042,OpenSSH,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.154,"62,104,879,244,742,200,000",PostgreSQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.74,"129,737,994,389",PHP,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.46,"15,926,206",MySQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.216,5146,PostgreSQL,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.152,"904,975,457,027",PostgreSQL,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.41,"78,297,955",PostgreSQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.24,"6,314,065,156",Apache,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.173,"20,172,812,761,490,000,000",OpenSSH,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.226,"40,235,310,633,594,800,000",PostgreSQL,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.185,"15,282,378",Node.js,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.210,2133,Nginx,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.26,"3355,3605,33,602,4312",Node.js,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.51,"64,757,385,859,630",OpenSSH,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.106,"6,364,195,617,737,830",MySQL,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.41,6967,MySQL,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.9,"3,483,482,257,196,320",Node.js,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.240,1618,PHP,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.73,"83,768,924",PostgreSQL,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.130,"1,379,776",PHP,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.116,"6,966,976,494,913,550",Node.js,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.34,"63,894,800",OpenSSH,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.207,4083,PostgreSQL,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.217,"89,197,746",Apache,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.91,"9,975,517,028,259,970",OpenSSH,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.66,3973,OpenSSH,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.137,"97,052,949,705",PHP,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.8,"7,532,121,186,527,470,000",MySQL,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.249,"99,418,745,584,844,200,000",PHP,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.44,"8,928,499,021,799,710,000",PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.139,"962,455,978,990",Nginx,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.198,"6,588,520",Apache,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.119,5501,PHP,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.207,7977,Node.js,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.236,"60,743,041,599,435,800,000",PHP,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.3,"56,171,614,080",OpenSSH,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.179,"50,155,265,837,131,200,000",OpenSSH,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.99,"547,612,329,401,371",Apache,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.199,"569,468,477,615,715,000",Apache,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.144,7882,PHP,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.219,103,PHP,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.157,"599,395,138,403",Nginx,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.171,"7,039,256,122",Nginx,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.72,"75,714,720,511,720,500,000",PHP,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.81,"95,682,755",OpenSSH,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.147,"901,546,337,267,464",PostgreSQL,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.219,"483,651,978,591",OpenSSH,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.144,"43,524,252",PHP,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.251,"509,410,377,411,800",Nginx,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.69,"45,755,949,783,993,300,000",Apache,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.20,"77,231,261,645",Node.js,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.95,"919,422,221,505",PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.126,"998,972",PostgreSQL,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.68,"444,840,449,629",PostgreSQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.217,"1,727,670,286,961,740,000",OpenSSH,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.202,3509,OpenSSH,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.204,"98,445,503",OpenSSH,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.184,"842,698,498,649,518",Apache,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.227,"6,876,599,236,676,140",PHP,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.98,"9,915,784,538,694,970",Node.js,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.192,"39,497,255",Apache,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.207,6977,PHP,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.180,8268,Apache,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.18,912,OpenSSH,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.223,"1,599,663,765,274,830,000",Node.js,Windows Server 2019,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.66,"235,838,728,526,584,000",PHP,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.232,"433,335,933,624,350",Node.js,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.161,"12,745,824,450,288,300,000",Nginx,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.12,"4884,71,6324,7649,8129",MySQL,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.218,929,Apache,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.107,"4,674,913,619,307,760",Nginx,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.217,"65,455,678",Apache,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.24,"33,954,429",PHP,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.12,"218,523,602,468",Nginx,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.108,"30,915,588",PostgreSQL,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.114,"74,992,644,935,221,700,000",OpenSSH,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.51,"10,779,861,723",MySQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.153,"961,951,769,052,188,000",MySQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.96,"887,080,223,983",Node.js,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.154,"598,229,471,707,598",Apache,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.16,433,Apache,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.181,"828,443,917,399,132",PHP,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.102,"87,552,396",Node.js,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.25,"636,160,931,620",OpenSSH,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.185,"67,547,402,682,698,300,000",Nginx,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.160,5181,PostgreSQL,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.222,"97,286,507",OpenSSH,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.23,7161,MySQL,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.133,4513,PHP,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.73,"3,688,891,573,889,750",MySQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.132,"656,327,931,832,735,000",Node.js,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.240,"1,479,282,849,924,070",Nginx,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.61,"8,340,622",Apache,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.217,"50,615,646",MySQL,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.176,"149,125,216,691",Node.js,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.171,"7,830,239,069,540,710,000",PostgreSQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.68,225,Nginx,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.222,"689,898,778,929",PHP,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.131,"89,974,950",MySQL,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.153,8197,Nginx,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.246,1170,Node.js,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.182,"28,592,690",OpenSSH,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.136,"93,782,446",PHP,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.82,997,Nginx,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.241,"7,957,569,794,375,250,000",Apache,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.143,"93,417,826,612",Node.js,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.9,"39,757,888,873,084,300,000",OpenSSH,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.218,"844,698,634,215",MySQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.89,"58,813,626",Nginx,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.74,"1,301,497,395,984,940",OpenSSH,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.240,9248,MySQL,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.66,364,OpenSSH,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.245,"48,999,535",Apache,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.130,"29,694,619",Nginx,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.57,"75,094,135",OpenSSH,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.35,"6,929,288,299,012,420",PHP,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.186,9373,OpenSSH,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.101,5478,OpenSSH,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.23,"39,239,757,529,002,400",Apache,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.200,"12,738,997",Apache,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.54,"93,629,758,262",Node.js,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.137,7370,Node.js,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.190,"221,832,455,715,815",Node.js,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.121,"19,283,282,610",PHP,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.149,"5,933,985,191,395,840",Nginx,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.36,"142,389,963,519",Node.js,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.140,"7,021,292,122,385,550",OpenSSH,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.31,"872,897,149,601",OpenSSH,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.17,"33,132,632",MySQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.221,"69,156,555",PHP,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.207,9893,Node.js,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.216,"622,572,764,681",Apache,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.191,"76,696,683,899,643,800,000",OpenSSH,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.61,"891,243,348,685",OpenSSH,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.41,"5,187,204,784,917,180",Node.js,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.94,"9256,82,2691,7805,6026",Apache,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.138,3145,Nginx,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.108,"1,894,216,622,549,970",PHP,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.103,"7,489,706,957,109,930",OpenSSH,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.84,"312,231,660,062,833,000",Nginx,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.248,"7,450,434,770,295,500",Node.js,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.45,"63,596,421",OpenSSH,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.53,"4,660,885,261,977,250",Apache,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.56,5749,OpenSSH,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.130,"39,106,520",Nginx,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.214,"47,352,682,939,391,700,000",PostgreSQL,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.159,6957,MySQL,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.189,"999,472,513,235,936",PHP,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.172,"223,095,543,131",OpenSSH,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.25,"67,868,105",OpenSSH,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.192,"66,627,778,197",PostgreSQL,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.62,"120,279,139,173",OpenSSH,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.45,"96,096,556",PHP,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.144,3723,PHP,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.114,"475,246,522,102",OpenSSH,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.249,"1,930,445,321,978,920,000",Node.js,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.87,"67,323,480",Apache,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
